,X,Y,Z
55500,269,1,1
55501,222250,1111315,1
55502,7602538,2585210,1
55503,7704405,2709929,1
55504,174945,237215,1
55505,304800,1237454,1
55506,304800,1676437,9
55507,174945,6599346,1
55508,6067425,4991100,9
55509,2066925,2857500,9
55510,2066925,2038350,9
55511,2066925,2486025,9
55512,3400425,4648200,9
55513,6067425,4200525,9
55514,6067425,3495675,9
55515,4733925,5029200,9
55516,6067425,2038350,9
55517,4733925,4162425,9
55518,6067425,2971800,9
55519,4733925,3267075,9
55520,4733925,2743200,9
55521,4733925,2038350,9
55522,3400425,3648075,9
55523,3400425,2857500,9
55524,3400425,2486025,9
55525,3400425,2038350,9
55526,2066925,4648200,9
55527,2066925,3648075,9
55528,850900,1993900,24
55529,860425,2038350,9
55530,1144587,5959475,1
55531,6710363,5959475,1
55532,433387,2160588,1
55533,433387,3278187,1
55534,433387,5183187,1
55535,433387,2601913,1
55536,290513,1916113,1
55537,433387,4230687,1
55538,6731000,1768475,1
55539,5308600,5959475,1
55540,5397500,1768475,1
55541,3987800,5959475,1
55542,3978275,1768475,1
55543,1397000,1778000,1
55544,2698750,5959475,1
55545,2644775,1768475,1
55546,174943,27536,1
55547,8710727,240787,13
55548,119062,230188,1
55549,119062,6435725,1
55550,4484485,3466114,1
55551,266814,802141,1
55552,350956,1309850,1
55553,329749,939300,1
55554,4484485,802141,1
55555,4568626,1309850,1
55556,4547420,939300,1
55557,4547420,3504203,1
55558,329749,1903541,25
55559,4547420,1903541,25
55560,4547420,4562828,25
55561,266814,3465636,1
55562,431640,3931485,1
55563,329749,3602794,1
55564,329749,4573461,25
55565,7771232,3603273,1
55566,3553562,3602795,1
55567,3553562,939300,13
55568,7833317,939300,13
55569,3553562,3602794,13
55570,174945,237215,1
55571,174945,6580754,1
55572,174945,886532,17
55573,174943,27536,1
55574,7170500,320677,1
55575,7170500,320677,1
55576,7170500,533042,1
55577,453103,1405077,1
55578,1769766,2331067,9
55579,1769766,3977823,9
55580,1769766,4832403,9
55581,1769766,1779509,9
55582,4753300,1516907,17
55583,1769766,1516907,17
55584,534262,1864673,1
55585,534262,4934977,1
55586,534262,4062538,1
55587,534262,2415782,1
55588,4753300,1846815,25
55589,1769766,1846815,25
55590,4753300,4917120,25
55591,1769766,4917120,25
55592,4753300,4062538,25
55593,1769766,4062538,25
55594,1769766,2415782,25
55595,4753300,2415782,25
55596,800109,5481134,17
55597,8710727,240787,13
55598,269,1,1
55599,1328057,1329108,1
55600,1328057,1329108,1
55601,1465715,1427093,1
55602,3914775,2143125,9
55603,3914775,2238375,9
55604,3914775,2381250,9
55605,3914775,5314950,9
55606,2493963,2560638,9
55607,2606675,2309813,9
55608,2470150,2265363,9
55609,2606675,2190750,9
55610,3097213,5949950,1
55611,3016250,5416550,1
55612,4730750,5949950,1
55613,1881188,2438400,1
55614,4592637,1824038,1
55615,4705350,5545137,1
55616,4414837,2239963,1
55617,2959100,1824038,1
55618,2778125,2187575,1
55619,2047875,1824038,1
55620,1881188,5416550,1
55621,3016250,2925763,1
55622,1881188,2143125,1
55623,4649787,2901950,1
55624,3363912,2068513,1
55625,4995862,2087563,1
55626,1881188,2925763,1
55627,1881188,4392612,1
55628,3016250,4392612,1
55629,4649787,4464050,1
55630,174945,237215,1
55631,174945,968399,17
55632,174943,27536,1
55633,5748092,2361974,25
55634,8612413,159496,13
55635,269,1,1
55636,5526473,402339,17
55637,174945,237215,1
55638,174945,6235267,17
55639,174945,6591185,1
55640,174943,27536,1
55641,8710727,240787,13
55642,3128990,695325,1
55643,3185296,969962,17
55644,3128990,3462337,1
55645,6083036,3462337,1
55646,6083036,695325,1
55647,174945,3462337,1
55648,174945,695325,1
55649,3128990,695325,17
55650,3128990,3462337,17
55651,174945,695325,17
55652,6083036,695325,17
55653,174945,3462337,17
55654,6083036,3462337,17
55655,6139341,969962,17
55656,6139341,3740150,17
55657,231250,969962,17
55658,231250,3740150,17
55659,3185296,3740150,17
55660,258763,4565650,17
55661,258763,5035550,17
55662,6146800,4165600,24
55663,6629400,3976687,9
55664,7154863,4203700,1
55665,8255000,5775325,1
55666,7369175,5775325,1
55667,6483350,5775325,1
55668,2641600,3117850,1
55669,1479550,3117850,1
55670,349250,3117850,1
55671,2570163,2171700,1
55672,2451100,5718175,1
55673,1216025,5718175,1
55674,2330450,1035050,9
55675,1447800,1035050,9
55676,2651125,979487,1
55677,1768475,979487,1
55678,6146800,1650999,24
55679,6191250,1709738,9
55680,6629400,1281112,9
55681,7154863,1555750,1
55682,8255000,3117850,1
55683,8315325,1536700,1
55684,7369175,3117850,1
55685,7429500,1851025,1
55686,6483350,3117850,1
55687,6543675,2279650,1
55688,3175000,1422400,24
55689,3238500,1709738,9
55690,3676650,1338262,9
55691,4202112,1308100,1
55692,5260975,3117850,1
55693,4375150,3117850,1
55694,3530600,3117850,1
55695,1771270,4522787,17
55696,1771270,5072062,17
55697,2420558,4522787,17
55698,2420558,5072062,17
55699,1121982,4522787,17
55700,1121982,5072062,17
55701,4127500,3746498,24
55702,3182938,5291137,1
55703,5664200,5367337,1
55704,4225923,5367337,1
55705,3182938,4629150,1
55706,5683250,4705350,1
55707,4710112,4705350,1
55708,3182938,4043362,1
55709,5683250,4043362,1
55710,4749800,4043362,1
55711,3184525,5891212,1
55712,3424237,5889625,1
55713,5638517,3910012,9
55714,5427434,4325937,17
55715,5195887,4594225,9
55716,5000626,5002212,17
55717,5445125,5224462,9
55718,5249862,5681662,17
55719,5121607,5889625,17
55720,119062,230188,1
55721,119062,6435725,1
55722,291306,951476,1
55723,954880,1868523,13
55724,555121,1868523,13
55725,1176115,2167705,13
55726,6546056,2332428,17
55727,5080811,2167705,13
55728,1567039,1424729,9
55729,1567039,1424729,9
55730,2352850,1424729,9
55731,2352850,1424729,9
55732,5080811,1424729,9
55733,5080811,1424729,9
55734,5583730,1424729,9
55735,5583730,1424729,9
55736,373284,1067439,17
55737,3402477,1067439,17
55738,0,0,1
55739,109243,903668,1
55740,119064,230189,1
55741,2115921,985042,17
55742,2115921,3080802,9
55743,2115921,5154355,9
55744,2115921,2054528,9
55745,2115921,3965833,9
55746,2115921,1172367,9
55747,1153489,4168402,17
55748,218452,4168402,13
55749,2115921,4168402,25
55750,1153489,5222454,17
55751,218452,5222454,13
55752,2115921,5222454,25
55753,1153489,3202689,17
55754,218452,3202689,13
55755,2115921,3202689,25
55756,1153489,2176415,17
55757,216865,2176415,13
55758,2115921,2176415,25
55759,1153489,1263300,17
55760,218452,1263300,13
55761,2115921,1263300,25
55762,0,0,1
55763,119062,230188,1
55764,272054,2050551,9
55765,272054,2656381,9
55766,272054,3262210,9
55767,119062,6435725,1
55768,5232400,2108200,24
55769,5719762,2390775,1
55770,271463,3868039,9
55771,271463,4473868,9
55772,271463,5079696,9
55773,271463,5685525,9
55774,2870985,2723612,25
55775,263263,2723612,17
55776,169956,2866426,1
55777,1889441,2723612,17
55778,2870985,3329440,25
55779,263263,3329440,17
55780,169956,3472255,1
55781,1889441,3329440,17
55782,2870985,1511954,25
55783,263263,1511954,17
55784,169956,1654767,1
55785,1889441,1511954,17
55786,2870985,3935269,25
55787,262671,3935269,17
55788,169956,4078084,1
55789,1889441,3935269,17
55790,2870985,4541099,25
55791,262671,4541099,17
55792,169956,4683912,1
55793,1889441,4541099,17
55794,2870985,5146928,25
55795,262671,5146928,17
55796,169956,5289741,1
55797,1889441,5146928,17
55798,2870985,5752758,25
55799,262671,5752758,17
55800,169956,5895573,1
55801,1889441,5752758,17
55802,2870985,2117782,25
55803,263263,2117782,17
55804,169956,2260597,1
55805,1889441,2117782,17
55806,7792483,2117782,17
55807,119062,828893,1
55808,263262,1427866,1
55809,263262,1100839,1
55810,1915124,1427864,1
55811,1915124,948438,1
55812,2870985,1427866,1
55813,2870985,1254827,1
55814,6440687,1427864,1
55815,6440687,1100842,1
55816,7312890,1427864,1
55817,7312890,948439,1
55818,5297951,1427866,1
55819,5297951,948445,1
55820,6440687,2117782,17
55821,0,0,1
55822,119062,230188,1
55823,272054,2207849,9
55824,272054,3309091,9
55825,272054,4410331,9
55826,2806240,2604581,25
55827,334108,2522786,17
55828,218385,2641592,1
55829,1865627,2628668,17
55830,2806240,3688595,25
55831,334108,3606800,17
55832,218385,3725605,1
55833,1865627,3712681,17
55834,2806240,4807063,25
55835,334108,4725268,17
55836,218385,4844072,1
55837,1865627,4831148,17
55838,119062,6435725,1
55839,7632700,1460500,24
55840,8110538,1714500,1
55841,158748,823755,1
55842,1116623,5527675,25
55843,334110,1340340,1
55844,334110,1167302,1
55845,1540305,1340340,1
55846,1540305,860914,1
55847,2806240,1340340,1
55848,2806240,1167985,1
55849,7688826,1340339,1
55850,7688826,1013317,1
55851,2806240,1503340,25
55852,1865627,1527427,17
55853,334108,1421545,17
55854,218385,1540351,1
55855,7636356,2360102,24
55856,8114193,2614102,1
55857,7630596,3445242,24
55858,8108433,3699242,1
55859,7640053,4485483,24
55860,8117892,4739483,1
55861,269,1,1
55862,457104,1063466,1
55863,174945,237215,1
55864,174943,27536,1
55865,174945,6568323,1
55866,174945,6115656,17
55867,4381500,5076825,9
55868,2924175,5143500,9
55869,2924175,3848100,9
55870,2924175,2486025,9
55871,2924175,2028825,9
55872,5829300,5238750,9
55873,5829300,4791075,9
55874,5829300,2419350,9
55875,5829300,2143125,9
55876,5829300,2028825,9
55877,4381500,5314950,9
55878,4381500,2943225,9
55879,4381500,2276475,9
55880,4381500,2028825,9
55881,2924175,5343525,9
55882,1612900,1955800,24
55883,1749425,5308600,9
55884,1749425,5037137,9
55885,1655763,5037137,9
55886,5183187,2500313,1
55887,5235575,2043113,1
55888,3644900,5719762,17
55889,3551237,1755775,17
55890,3521075,5310187,17
55891,4044950,5133975,17
55892,3730625,4386262,17
55893,525462,2414588,17
55894,3730625,2147888,1
55895,2187575,5719762,17
55896,2093913,1755775,17
55897,2063750,5324475,17
55898,2587625,5176837,17
55899,2273300,4862512,17
55900,525462,4656137,17
55901,1244600,1755775,17
55902,525462,5199062,17
55903,525462,4927600,17
55904,525462,3771900,17
55905,6550025,5719762,17
55906,6456362,1755775,17
55907,6688138,5257800,17
55908,6635750,4905375,17
55909,6635750,3495675,17
55910,6688138,2171700,1
55911,6688138,1976438,17
55912,5097462,5719762,17
55913,3730625,3057525,1
55914,5003800,1755775,17
55915,5235575,5295900,17
55916,5235575,5086350,17
55917,5183187,3900487,17
55918,2273300,3771900,1
55919,2273300,2414588,1
55920,549275,1146175,17
55921,7648575,1139378,17
55922,7648575,1603375,9
55923,7890305,1741488,17
55924,7829391,1939925,17
55925,7829391,2184400,17
55926,7787713,3648075,17
55927,7799699,4862512,17
55928,7787713,5202237,17
55929,549275,1603375,9
55930,8710727,240787,13
55931,119062,522575,1
55932,119062,230188,1
55933,205288,655539,17
55934,205288,1558347,17
55935,203081,2471276,17
55936,203081,3401288,17
55937,203081,4314218,17
55938,203081,5260032,17
55939,203081,1478582,9
55940,203081,2390157,9
55941,203081,3306681,9
55942,203081,4236160,9
55943,203081,5159673,9
55944,2141034,655539,25
55945,2141034,1552459,25
55946,2141034,2450594,25
55947,2141033,3396157,25
55948,2141031,4309033,25
55949,2141031,5191035,25
55950,6352478,654712,25
55951,6352476,1554751,25
55952,6352476,2471276,25
55953,6352475,3401288,25
55954,6352475,4322843,25
55955,7070687,3782288,17
55956,6352475,5243131,25
55957,119062,169227,1
55958,119062,6435725,1
55959,119062,712380,1
55960,119062,539441,1
55961,1501100,712380,1
55962,1501100,539441,1
55963,2350529,712380,1
55964,2350529,539441,1
55965,3199957,712380,1
55966,3199957,539441,1
55967,4049386,712380,1
55968,4049386,539441,1
55969,119062,983953,9
55970,119062,1381430,9
55971,119062,1778908,9
55972,119062,2176384,9
55973,119062,2419973,9
55974,119062,2817449,9
55975,119062,3061037,9
55976,119062,3304625,9
55977,119062,3548214,9
55978,119062,3945690,9
55979,119062,4189279,9
55980,119062,4586756,9
55981,119062,4830343,9
55982,119062,5073932,9
55983,119062,5471409,9
55984,119062,5714996,9
55985,119062,5958585,9
55986,119062,785215,17
55987,1501100,785215,17
55988,2350529,785215,17
55989,3199957,785215,17
55990,4049385,785215,17
55991,119062,1028803,17
55992,1501100,1028803,17
55993,2350529,1028803,17
55994,3199957,1028803,17
55995,4049385,1028803,17
55996,119062,1426280,17
55997,1501100,1426280,17
55998,2350529,1426280,17
55999,3199957,1426280,17
56000,4049385,1426280,17
56001,119062,1823758,17
56002,1501100,1823758,17
56003,2350529,1823758,17
56004,3199957,1823758,17
56005,4049385,1823758,17
56006,119062,2221234,17
56007,1501100,2221234,17
56008,2350529,2221234,17
56009,3199957,2221234,17
56010,4049385,2221234,17
56011,119062,2464822,17
56012,1501100,2464822,17
56013,2350529,2464822,17
56014,3199957,2464822,17
56015,4049385,2464822,17
56016,119062,2862300,17
56017,1501100,2862300,17
56018,2350529,2862300,17
56019,3199957,2862300,17
56020,4049385,2862300,17
56021,119062,3105887,17
56022,1501100,3105887,17
56023,2350529,3105887,17
56024,3199957,3105887,17
56025,4049385,3105887,17
56026,119062,3349476,17
56027,1501100,3349476,17
56028,2350529,3349476,17
56029,3199957,3349476,17
56030,4049385,3349476,17
56031,119062,3593064,17
56032,1501100,3593064,17
56033,2350529,3593064,17
56034,3199957,3593064,17
56035,4049385,3593064,17
56036,119062,3990540,17
56037,1501100,3990540,17
56038,2350529,3990540,17
56039,3199957,3990540,17
56040,4049385,3990540,17
56041,119062,4234129,17
56042,1501100,4234129,17
56043,2350529,4234129,17
56044,3199957,4234129,17
56045,4049385,4234129,17
56046,119062,4631606,17
56047,1501100,4631606,17
56048,2350529,4631606,17
56049,3199957,4631606,17
56050,4049385,4631606,17
56051,119062,4875193,17
56052,1501100,4875193,17
56053,2350529,4875193,17
56054,3199957,4875193,17
56055,4049385,4875193,17
56056,119062,5118782,17
56057,1501100,5118782,17
56058,2350529,5118782,17
56059,3199957,5118782,17
56060,4049385,5118782,17
56061,119062,5516259,17
56062,1501100,5516259,17
56063,2350529,5516259,17
56064,3199957,5516259,17
56065,4049385,5516259,17
56066,119062,5759846,17
56067,1501100,5759846,17
56068,2350529,5759846,17
56069,3199957,5759846,17
56070,4049385,5759846,17
56071,119062,6003442,17
56072,1501100,6003442,17
56073,2350529,6003442,17
56074,3199957,6003442,17
56075,4049385,6003442,17
56076,0,0,1
56077,119062,230188,1
56078,3692525,1936750,25
56079,3692525,2343150,25
56080,3692525,2749550,25
56081,3692525,3157538,25
56082,3692525,3563937,25
56083,3692525,3971925,25
56084,3692525,4378325,25
56085,269,1,1
56086,436562,1146175,1
56087,523875,1511300,17
56088,436562,1146175,17
56089,174945,6442593,1
56090,3124200,2247900,9
56091,4248150,2247900,9
56092,6486525,2238375,9
56093,6486525,1885950,9
56094,5362575,2667000,9
56095,5362575,2247900,9
56096,3124200,1885950,9
56097,6486525,2619375,9
56098,4248150,1885950,9
56099,3124200,2600325,9
56100,4248150,2638425,9
56101,5362575,1885950,9
56102,7651750,1885950,9
56103,1574800,1968500,1
56104,7905750,1763713,1
56105,1574800,3325812,1
56106,1574800,2320925,1
56107,4843462,4483100,1
56108,7081838,4483100,1
56109,3732212,4483100,1
56110,2492375,4483100,1
56111,5962650,4483100,1
56112,2489361,4795070,1
56113,3590859,4795070,1
56114,4692358,4795070,1
56115,6895355,4795070,1
56116,523875,4845844,1
56117,5793857,4795070,1
56118,2489361,5210585,1
56119,3590859,5210585,1
56120,4692358,5210585,1
56121,6895355,5210585,1
56122,523875,5261359,1
56123,5793857,5210585,1
56124,2489361,5683046,1
56125,3590859,5683046,1
56126,4692358,5683046,1
56127,6895355,5683046,1
56128,523875,5626100,1
56129,5793857,5683046,1
56130,5526473,402339,17
56131,174945,237215,1
56132,174943,27536,1
56133,7411273,343683,1
56134,7411273,343683,1
56135,7411273,556050,1
56136,8710727,240787,13
56137,174945,237215,1
56138,174945,6081367,17
56139,174945,6442595,1
56140,174943,27536,1
56141,8640764,145920,13
56142,292260,1090886,1
56143,292260,1090886,17
56144,4079049,3339538,1
56145,5938704,1090886,1
56146,5938704,1090886,17
56147,6004059,1530199,17
56148,6366104,1550878,17
56149,6004059,4156602,17
56150,6366104,4177281,17
56151,6004059,2843400,17
56152,6366104,2864079,17
56153,397579,1541567,25
56154,119062,230188,1
56155,119062,6435725,1
56156,774700,2487613,9
56157,774700,3660775,9
56158,774700,4833937,9
56159,871537,1344612,1
56160,3421062,1344612,25
56161,1736725,1298575,13
56162,1982788,1458912,13
56163,871537,2625725,1
56164,3421062,2625725,25
56165,1725613,2440276,13
56166,1985963,2625725,13
56167,871537,3786187,1
56168,3421062,3786187,25
56169,1736725,3644900,13
56170,1987550,3786187,13
56171,871537,4970462,1
56172,3421062,4970462,25
56173,1736725,4818062,13
56174,1900238,4999037,13
56175,501650,892175,1
56176,6597650,2435225,25
56177,501650,906572,1
56178,588962,1317625,1
56179,588962,2589213,1
56180,588962,3765550,1
56181,588962,4953000,1
56182,4772026,3360737,1
56183,174945,237215,1
56184,174945,6581385,1
56185,208693,778556,1
56186,1157724,2172724,9
56187,1157724,2860929,9
56188,1157724,4058468,9
56189,4861755,1286277,17
56190,208693,778556,1
56191,1157724,1513501,9
56192,263234,1552375,17
56193,263233,2240579,17
56194,1157724,2240579,25
56195,263233,2928784,17
56196,1157724,2928784,25
56197,263233,4126321,17
56198,3775362,1153448,13
56199,3775364,1552375,25
56200,3775364,2240579,25
56201,3775364,2928784,25
56202,3775364,4126321,25
56203,1157724,1552375,25
56204,6947524,1286277,17
56205,6511466,1149174,13
56206,6511466,1552375,25
56207,6511466,2240579,25
56208,6511466,2928784,25
56209,6511466,4126321,25
56210,1157724,4126321,25
56211,1997460,1290530,17
56212,1157724,1132171,13
56213,174943,27536,1
56214,8710727,240787,13
56215,514103,233551,1
56216,170120,950716,1
56217,170122,950716,17
56218,4663247,950716,1
56219,4663247,950716,17
56220,170122,745825,5
56221,4663247,846857,1
56222,269435,1514708,25
56223,4767103,1514708,25
56224,174945,237215,1
56225,7108242,62087,1
56226,7108242,62087,1
56227,7108242,274454,1
56228,8710727,240787,13
56229,228600,643723,1
56230,1705646,3122035,9
56231,1705646,934419,9
56232,1683413,700510,17
56233,1705646,5047450,9
56234,337930,5934162,17
56235,1705646,5934162,25
56236,337930,990612,17
56237,1705646,990612,25
56238,337930,3158470,17
56239,1705646,3158470,25
56240,337930,5083885,17
56241,1705646,5083885,25
56242,1705646,4265407,9
56243,337930,4301842,17
56244,1705646,4301842,25
56245,1705646,5897731,9
56246,1705646,2155676,25
56247,337930,2155676,17
56248,1705646,2119241,9
56249,0,0,1
56250,119062,230188,1
56251,282575,1329124,17
56252,272054,2087264,9
56253,169956,1553810,1
56254,282575,2162274,17
56255,272054,3041876,9
56256,169956,2386961,1
56257,3469997,1329124,25
56258,3469997,2083847,25
56259,282575,3076575,17
56260,282575,3828574,17
56261,282575,4661725,17
56262,282575,5494871,17
56263,272054,3753563,9
56264,272054,4586713,9
56265,272054,5419864,9
56266,2372416,1329124,17
56267,2372416,2162274,17
56268,2372416,3076575,17
56269,2372416,3840474,17
56270,2372416,4661725,17
56271,2372416,5494871,17
56272,3469997,3076575,25
56273,3469997,4602350,25
56274,169956,3220111,1
56275,169956,4053261,1
56276,169956,4886411,1
56277,169956,5732483,1
56278,3469997,3828574,25
56279,3469997,5435496,25
56280,119062,6435725,1
56281,5346701,5461000,24
56282,5824537,5934075,1
56283,5346701,2222500,24
56284,5789612,2543175,1
56285,5346701,1308100,24
56286,5824537,1824038,1
56287,7950334,1329124,17
56288,7950334,2162274,17
56289,7950334,5494871,17
56290,282575,1288648,1
56291,282575,1115610,1
56292,6679785,1317250,17
56293,6679785,2162274,17
56294,6679785,3076575,17
56295,6679785,3828574,17
56296,6679785,4606449,17
56297,6679785,5494871,17
56298,119062,586740,1
56299,2047094,1277938,1
56300,2047094,797807,1
56301,7649505,1277938,1
56302,7649505,644525,1
56303,5409253,1277934,1
56304,5409253,951691,1
56305,6664645,1277155,1
56306,6664645,950912,1
56307,3469995,1277938,1
56308,3469995,1105583,1
56309,269,1,1
56310,201612,1085850,1
56311,4544883,1133475,1
56312,244475,1133475,1
56313,1765300,1955800,24
56314,3203575,4638675,1
56315,3267075,2038350,9
56316,3267075,2584450,9
56317,174945,237215,1
56318,344488,3922712,1
56319,3046413,4830762,1
56320,4254500,4044950,1
56321,344488,3070225,1
56322,344488,2339975,1
56323,338136,1309331,1
56324,1975244,5296515,1
56325,4800600,1316951,1
56326,174945,6081366,17
56327,174945,6592372,1
56328,4800600,3325812,9
56329,174943,27536,1
56330,8710727,240787,13
56331,4800600,2043113,25
56332,4800600,3614737,25
56333,606175,4166701,1
56334,119062,230188,1
56335,119062,6435725,1
56336,606175,1335511,1
56337,868892,2352625,17
56338,868892,2829679,17
56339,868892,3306731,17
56340,868892,3783784,17
56341,868892,4260837,17
56342,868892,1875572,17
56343,4555845,2352625,17
56344,4555845,2829679,17
56345,4555845,3306731,17
56346,4555845,3783784,17
56347,4555845,4260837,17
56348,4555845,1875572,17
56349,868892,1643570,1
56350,868892,1378455,1
56351,4491442,1643570,1
56352,4491442,1378455,1
56353,6404507,1643570,1
56354,6404507,1378455,1
56355,6404505,2352625,17
56356,6404505,2829679,17
56357,6404505,3306731,17
56358,6404505,3783784,17
56359,6404505,4260837,17
56360,6404505,1875572,17
56361,868892,2280617,5
56362,868892,2685663,5
56363,868892,3227319,5
56364,868892,3632363,5
56365,868892,4181425,5
56366,868892,4693596,17
56367,4555845,4693596,17
56368,6404505,4693596,17
56369,868892,4614183,5
56370,341986,5133644,25
56371,174945,6592436,1
56372,8190817,829246,1
56373,8259398,829246,1
56374,8380865,820878,1
56375,8190817,611563,1
56376,8190817,611563,1
56377,8380865,603195,1
56378,229375,1092730,1
56379,174943,27536,1
56380,174945,237215,1
56381,174945,237215,1
56382,1244512,4127420,1
56383,3079157,1179976,1
56384,3079158,1598927,1
56385,2165842,1380024,1
56386,2165842,1598921,1
56387,4178494,1598920,1
56388,4178494,1380024,17
56389,1244512,1380026,1
56390,1244512,1598921,1
56391,318180,4190898,17
56392,3458293,4190898,1
56393,3458293,4190898,1
56394,2438549,4190898,1
56395,2575410,4190898,1
56396,1521227,4190898,1
56397,1658087,4190898,1
56398,4178494,4190898,25
56399,318182,1663286,17
56400,2451966,1663286,1
56401,2575410,1663286,1
56402,3458293,1663286,1
56403,3581737,1663286,1
56404,1534644,1663286,1
56405,1658087,1663286,1
56406,4178494,1663286,25
56407,119062,522575,1
56408,288779,3388016,17
56409,119062,230188,1
56410,288780,1274136,17
56411,288780,2174477,17
56412,288780,3388014,17
56413,2333610,663891,17
56414,2328127,2235121,17
56415,4365761,2224556,17
56416,6971951,2235121,17
56417,6971951,3448258,17
56418,288780,4349917,17
56419,6971951,4349917,17
56420,4370118,4349917,17
56421,2328127,4349917,17
56422,389448,3086341,17
56423,288779,845495,17
56424,288779,1039588,9
56425,2328127,845495,17
56426,2328127,1039588,9
56427,4367476,845495,17
56428,4367476,1039588,9
56429,6971951,670257,17
56430,6971951,1039588,9
56431,288780,2112866,9
56432,288780,4250183,9
56433,288780,3005325,9
56434,288780,5209549,9
56435,2328127,3442758,17
56436,4365761,3450685,17
56437,2328127,1277376,17
56438,4365761,1274136,17
56439,6971951,1224255,17
56440,6501160,5485,17
56441,5512234,2994760,25
56442,0,0,1
56443,0,0,1
56444,990600,4089400,1
56445,1763713,3530600,1
56446,2538413,1765300,1
56447,3311525,1778000,1
56448,4086225,3543300,1
56449,217488,4775200,1
56450,5043487,5456237,1
56451,2686050,5456237,1
56452,1371600,4635500,1
56453,6615113,5456237,1
56454,585787,4997450,1
56455,3471862,5456237,1
56456,3729037,5202237,1
56457,5829300,5456237,1
56458,4257675,5456237,1
56459,328613,5456237,1
56460,2122488,4464050,1
56461,1114425,5456237,1
56462,5114925,3795712,1
56463,1900238,5456237,1
56464,2943225,4735512,1
56465,119062,230188,1
56466,119062,6435725,1
56467,119062,1030287,1
56468,7446963,1487487,1
56469,7446963,2360613,1
56470,7446963,3235325,1
56471,7446963,4110037,1
56472,119062,1431925,9
56473,6700838,1233487,9
56474,6892925,682625,1
56475,6892925,923925,1
56476,7131050,681037,1
56477,7131050,1163637,1
56478,7131050,922337,1
56479,7446963,4984750,1
56480,4572000,730250,1
56481,5045075,681037,1
56482,7289800,1416050,1
56483,7289800,1214437,1
56484,214313,5851525,1
56485,1000125,5851525,1
56486,1785938,5851525,1
56487,2571750,5851525,1
56488,3357562,5851525,1
56489,4143375,5851525,1
56490,4929187,5851525,1
56491,5715000,5851525,1
56492,6500812,5851525,1
56493,246063,4406900,17
56494,969962,3759200,17
56495,1782763,3149600,17
56496,2544763,1384300,17
56497,4135437,3175000,17
56498,3395662,1384300,17
56499,269,1,1
56500,174945,990556,1
56501,174945,237215,1
56502,174945,6439506,1
56503,8100042,640387,1
56504,8100042,640387,1
56505,8100042,857034,1
56506,261450,3057258,9
56507,261450,4608576,9
56508,261450,1520825,9
56509,261450,3150447,1
56510,261450,4671845,1
56511,261450,1609725,1
56512,5169351,575484,17
56513,4645697,600884,17
56514,2062163,2019300,9
56515,1830388,1908175,1
56516,2419350,2262188,1
56517,1881188,2290763,1
56518,2062163,3638550,9
56519,1830388,3536950,1
56520,2419350,3890962,1
56521,1881188,3938587,1
56522,2062163,4672012,9
56523,1765300,4699000,1
56524,2419350,5053012,1
56525,2409825,6115050,1
56526,1871663,6115050,1
56527,1881188,5357812,1
56528,174943,27536,1
56529,8612413,159496,13
56530,1599386,1054100,17
56531,1599386,1520825,9
56532,3238460,1609725,1
56533,3238460,1270000,17
56534,3364198,2049463,17
56535,3238460,4671845,1
56536,3238460,3150447,1
56537,3364198,3352055,17
56538,3364198,5263736,17
56539,3238460,1520825,9
56540,261450,1270000,17
56541,4485295,1270000,17
56542,4485295,1563687,25
56543,4485295,3150447,25
56544,4485295,4671845,25
56545,4485295,1520825,9
56546,0,0,1
56547,0,0,1
56548,6596063,5422900,1
56549,5815012,5422900,1
56550,5029200,5422900,1
56551,5095875,3595687,1
56552,4243387,5422900,1
56553,4314825,4492625,1
56554,3462337,5422900,1
56555,2681288,5422900,1
56556,1895475,5422900,1
56557,1109662,5422900,1
56558,328613,5422900,1
56559,442912,4983162,1
56560,119062,230188,1
56561,119062,6435725,1
56562,119062,1030287,1
56563,7446963,1487487,1
56564,7446963,2360613,1
56565,7446963,3235325,1
56566,7446963,4110037,1
56567,119062,1431925,9
56568,6892925,682625,1
56569,6700838,992187,9
56570,7131050,922337,1
56571,7131050,681037,1
56572,7446963,4984750,1
56573,4572000,730250,1
56574,5045075,681037,1
56575,7289800,1416050,1
56576,7289800,1214437,1
56577,214313,5851525,1
56578,1000125,5851525,1
56579,1785938,5851525,1
56580,2571750,5851525,1
56581,3357562,5851525,1
56582,4143375,5851525,1
56583,4929187,5851525,1
56584,5715000,5851525,1
56585,6500812,5851525,1
56586,119062,230188,1
56587,2936851,960446,13
56588,119062,248885,1
56589,119062,230188,1
56590,682216,865187,1
56591,728253,1444889,17
56592,728253,1714935,17
56593,728253,1984980,17
56594,728253,2255027,17
56595,728253,2525073,17
56596,728253,2795118,17
56597,728253,3065165,17
56598,728253,3875302,17
56599,728253,3335211,17
56600,728253,3605257,17
56601,728253,4145348,17
56602,728253,4415394,17
56603,728253,4685441,17
56604,728253,5225532,17
56605,728253,5495578,17
56606,728253,5765624,17
56607,728253,6035675,17
56608,728253,4955487,17
56609,3200670,865187,1
56610,3265758,1355948,1
56611,2165143,2456563,17
56612,3481473,1384290,17
56613,3481473,2560482,17
56614,3481473,3139919,17
56615,3481473,1974748,17
56616,3481473,4404286,17
56617,3481473,5586777,17
56618,3481473,4983724,17
56619,3481473,3810679,17
